UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-HJR19,US,HJR19,Introduced,2025-01-15,To acknowledge the courage and sacrifice of veterans of the Vietnam war and formally apologize for the treatment they received upon returning home.,To acknowledge the courage and sacrifice of veterans of the Vietnam war and formally apologize for the treatment they received upon returning home.,https://legiscan.com/US/bill/HJR19/2025,"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HJR20,US,HJR20,Introduced,2025-01-15,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters"".",https://legiscan.com/US/bill/HJR20/2025,Motion to reconsider laid on the table Agreed to without objection.
US-HJR21,US,HJR21,Introduced,2025-01-16,"Disapproving of the rule submitted by the Department of Homeland Security relating to ""Modernizing H-2 Program Requirements, Oversight, and Worker Protections"".","Disapproving of the rule submitted by the Department of Homeland Security relating to ""Modernizing H-2 Program Requirements, Oversight, and Worker Protections"".",https://legiscan.com/US/bill/HJR21/2025,Referred to the House Committee on the Judiciary.
US-HJR22,US,HJR22,Introduced,2025-01-16,"Disapproving of the rule submitted by the Department of Homeland Security relating to ""Modernizing H-1B Requirements, Providing Flexibility in the F-1 Program, and Program Improvements Affecting Other Nonimmigrant Workers"".","Disapproving of the rule submitted by the Department of Homeland Security relating to ""Modernizing H-1B Requirements, Providing Flexibility in the F-1 Program, and Program Improvements Affecting Other Nonimmigrant Workers"".",https://legiscan.com/US/bill/HJR22/2025,Referred to the House Committee on the Judiciary.
US-HJR23,US,HJR23,Introduced,2025-01-16,"Disapproving of the rule submitted by the Department of Homeland Security relating to ""Increase of the Automatic Extension Period of Employment Authorization and Documentation for Certain Employment Authorization Document Renewal Applicants"".","Disapproving of the rule submitted by the Department of Homeland Security relating to ""Increase of the Automatic Extension Period of Employment Authorization and Documentation for Certain Employment Authorization Document Renewal Applicants"".",https://legiscan.com/US/bill/HJR23/2025,Referred to the House Committee on the Judiciary.
US-HJR24,US,HJR24,Introduced,2025-01-16,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers"".",https://legiscan.com/US/bill/HJR24/2025,Referred to the House Committee on Energy and Commerce.
US-HJR25,US,HJR25,Introduced,2025-01-21,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to ""Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to ""Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales"".",https://legiscan.com/US/bill/HJR25/2025,"Placed on the Union Calendar, Calendar No. 3."
US-HJR26,US,HJR26,Introduced,2025-01-22,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Greenhouse Gas Emissions Standards for Heavy-Duty Vehicles-Phase 3"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Greenhouse Gas Emissions Standards for Heavy-Duty Vehicles-Phase 3"".",https://legiscan.com/US/bill/HJR26/2025,Referred to the House Committee on Energy and Commerce.
US-HJR27,US,HJR27,Introduced,2025-01-22,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Trichloroethylene (TCE); Regulation Under the Toxic Substances Control Act (TSCA)"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Trichloroethylene (TCE); Regulation Under the Toxic Substances Control Act (TSCA)"".",https://legiscan.com/US/bill/HJR27/2025,Referred to the House Committee on Energy and Commerce.
US-HJR28,US,HJR28,Introduced,2025-01-22,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,https://legiscan.com/US/bill/HJR28/2025,Referred to the House Committee on the Judiciary.
US-HJR29,US,HJR29,Introduced,2025-01-23,Proposing an amendment to the Constitution of the United States to provide that no person shall be elected to the office of the President more than three times.,Proposing an amendment to the Constitution of the United States to provide that no person shall be elected to the office of the President more than three times.,https://legiscan.com/US/bill/HJR29/2025,Referred to the House Committee on the Judiciary.
US-HJR30,US,HJR30,Introduced,2025-01-24,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Phasedown of Hydrofluorocarbons: Management of Certain Hydrofluorocarbons and Substitutes Under the American Innovation and Manufacturing Act of 2020"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Phasedown of Hydrofluorocarbons: Management of Certain Hydrofluorocarbons and Substitutes Under the American Innovation and Manufacturing Act of 2020"".",https://legiscan.com/US/bill/HJR30/2025,Referred to the House Committee on Energy and Commerce.
US-HJR31,US,HJR31,Introduced,2025-01-31,"Proposing an amendment to the Constitution of the United States to prohibit persons who are not citizens, nationals, or lawful permanent residents of the United States from voting in elections.","Proposing an amendment to the Constitution of the United States to prohibit persons who are not citizens, nationals, or lawful permanent residents of the United States from voting in elections.",https://legiscan.com/US/bill/HJR31/2025,Referred to the House Committee on the Judiciary.
